1608167605.1940658,Tataoba Bladder detected: YES,EXIF data: Not available,Location data: Not available
1608167609.1721075,Tataoba Bladder detected: YES,EXIF data: Not available,Location data: Not available
1608167609.418447,Tataoba Bladder detected: YES,EXIF data: Not available,Location data: Not available
1608167609.6776233,Tataoba Bladder detected: YES,EXIF data: available,Location Data: Not available
1608167609.9119687,Tataoba Bladder detected: YES,EXIF data: available,Location Data: Not available
1608167610.1463435,Tataoba Bladder detected: NO,EXIF data: Not available,Location data: Not available
1608167610.3827116,Tataoba Bladder detected: YES,EXIF data: Not available,Location data: Not available
